 kvkey |             kvts              |                 kvname                 |             kvvalue              |   kvseq   | kvpvmi |        kvpvname        | kvro |  kvmotion  |           kvmd2cmd           | kvstn | kvdbrtype |  kvnotify   
  8046 | 2011-12-27 20:40:08.523811-06 | stns.2.centers.6.zoom                  | 1                                |  43772400 |        |                        | t    |            |                              |     2 |         0 | 
  8061 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.ax                    | 0.758                            |  42516372 |        |                        | t    |            |                              |     2 |         0 | 
  8068 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.ay                    | 0.1332                           |  42516379 |        |                        | t    |            |                              |     2 |         0 | 
  8069 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.az                    | 0.0051                           |  42516380 |        |                        | t    |            |                              |     2 |         0 | 
  8063 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.b                     | 0.465625584125519                |  42516374 |        |                        | t    |            |                              |     2 |         0 | 
  8066 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.cx                    | 0.3029                           |  42516377 |        |                        | t    |            |                              |     2 |         0 | 
  8067 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.cy                    | -0.3588                          |  42516378 |        |                        | t    |            |                              |     2 |         0 | 
  8065 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.hash                  | 6878d65daa186282465b5cc5e529b589 |  42516376 |        |                        | t    |            |                              |     2 |         0 | 
  8062 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.kappa                 | 0                                |  42516373 |        |                        | t    |            |                              |     2 |         0 | 
  8064 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.phi                   | 0                                |  42516375 |        |                        | t    |            |                              |     2 |         0 | 
  8070 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.startTime             | 2011-12-15 14:40:02.029636-06    |  42516381 |        |                        | t    |            |                              |     2 |         0 | 
  8071 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.t0                    | 48.4600084548154                 |  42516382 |        |                        | t    |            |                              |     2 |         0 | 
  8060 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.videoLength           | 4                                |  42516371 |        |                        | t    |            |                              |     2 |         0 | 
  8059 | 2011-12-15 14:40:22.299607-06 | stns.2.centers.7.zoom                  | 8                                |  42516370 |        |                        | t    |            |                              |     2 |         0 | 
  8074 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.ax                    | 0.758                            |  42516392 |        |                        | t    |            |                              |     2 |         0 | 
  8081 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.ay                    | 0.1332                           |  42516399 |        |                        | t    |            |                              |     2 |         0 | 
  8082 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.az                    | 0.0051                           |  42516400 |        |                        | t    |            |                              |     2 |         0 | 
  8076 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.b                     | 0.465625584125519                |  42516394 |        |                        | t    |            |                              |     2 |         0 | 
  8079 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.cx                    | 0.3029                           |  42516397 |        |                        | t    |            |                              |     2 |         0 | 
  8080 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.cy                    | -0.3588                          |  42516398 |        |                        | t    |            |                              |     2 |         0 | 
  8078 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.hash                  | 6878d65daa186282465b5cc5e529b589 |  42516396 |        |                        | t    |            |                              |     2 |         0 | 
  8075 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.kappa                 | 0                                |  42516393 |        |                        | t    |            |                              |     2 |         0 | 
  8077 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.phi                   | 0                                |  42516395 |        |                        | t    |            |                              |     2 |         0 | 
  8083 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.startTime             | 2011-12-15 14:40:02.029636-06    |  42516401 |        |                        | t    |            |                              |     2 |         0 | 
  8084 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.t0                    | 48.4600084548154                 |  42516402 |        |                        | t    |            |                              |     2 |         0 | 
  8073 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.videoLength           | 4                                |  42516391 |        |                        | t    |            |                              |     2 |         0 | 
  8072 | 2011-12-15 14:40:23.228558-06 | stns.2.centers.8.zoom                  | 8                                |  42516390 |        |                        | t    |            |                              |     2 |         0 | 
  8087 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.ax                    | 0.758                            |  42516818 |        |                        | t    |            |                              |     2 |         0 | 
  8095 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.ay                    | 0.1332                           |  42516826 |        |                        | t    |            |                              |     2 |         0 | 
  8096 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.az                    | 0.0051                           |  42516827 |        |                        | t    |            |                              |     2 |         0 | 
  8090 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.b                     | 0                                |  42516821 |        |                        | t    |            |                              |     2 |         0 | 
  8093 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.cx                    | 0.3029                           |  42516824 |        |                        | t    |            |                              |     2 |         0 | 
  8094 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.cy                    | -0.3588                          |  42516825 |        |                        | t    |            |                              |     2 |         0 | 
  8097 | 2011-12-15 14:41:15.13347-06  | stns.2.centers.9.hash                  | 29326d861f911148e97d9fd581683129 |  42516829 |        |                        | t    |            |                              |     2 |         0 | 
  8088 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.kappa                 | 0                                |  42516819 |        |                        | t    |            |                              |     2 |         0 | 
  8089 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.phi                   | 0                                |  42516820 |        |                        | t    |            |                              |     2 |         0 | 
  8092 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.startTime             | 2011-12-15 14:41:09.411865-06    |  42516823 |        |                        | t    |            |                              |     2 |         0 | 
  8091 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.t0                    | 0                                |  42516822 |        |                        | t    |            |                              |     2 |         0 | 
  8086 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.videoLength           | 4                                |  42516817 |        |                        | t    |            |                              |     2 |         0 | 
  8085 | 2011-12-15 14:41:15.086442-06 | stns.2.centers.9.zoom                  | 8                                |  42516816 |        |                        | t    |            |                              |     2 |         0 | 
  7990 | 2011-10-14 14:45:49.466548-05 | stns.2.centers.addIndex                | 0                                |  26234574 |        |                        | t    |            |                              |     2 |         0 | 
  7720 | 2012-11-27 14:15:45.263932-06 | stns.2.centers.b                       | 0.48473796248435974              | 101263651 |        |                        | t    |            |                              |     2 |         0 | 
  7989 | 2011-10-14 14:19:38.779726-05 | stns.2.centers.delIndex                | -1                               |  26224476 |        |                        | t    |            |                              |     2 |         0 | 
  7717 | 2012-11-27 14:15:45.263932-06 | stns.2.centers.dx                      | 0.07390709221363068              | 101263648 |        |                        | t    |            |                              |     2 |         0 | 
  7718 | 2012-11-27 14:15:45.263932-06 | stns.2.centers.dy                      | 0.010053694248199461             | 101263649 |        |                        | t    |            |                              |     2 |         0 | 
  7719 | 2012-11-27 14:15:45.263932-06 | stns.2.centers.dz                      | 0.49262152777777785              | 101263650 |        |                        | t    |            |                              |     2 |         0 | 
  7498 | 2012-09-27 11:19:37.710848-05 | stns.2.centers.editIndex               | 0                                |  89691814 |        |                        | t    |            |                              |     2 |         1 | 
  7499 | 2012-09-27 11:19:37.710848-05 | stns.2.centers.length                  | 1                                |  89691815 |        |                        | t    |            |                              |     2 |         1 | 
  7721 | 2012-11-27 14:15:45.263932-06 | stns.2.centers.t0                      | -82.25351617612252               | 101263652 |        |                        | t    |            |                              |     2 |         0 | 
  7716 | 2012-11-27 13:38:45.448107-06 | stns.2.centers.zoom                    | 2                                | 101259232 |        |                        | t    |            |                              |     2 |         0 | 
  8366 | 2012-11-27 09:51:26.982227-06 | stns.2.cryo                            | 0.000                            | 101257693 |        |                        | t    |            |                              |     2 |         0 | 
  8342 | 2012-11-27 09:51:26.982227-06 | stns.2.cryo.position                   | 0                                | 101257693 |        |                        | t    |            |                              |     2 |         0 | 
  8181 | 2012-06-20 12:08:35.843581-05 | stns.2.directory                       | e/kb/saxs/120620                 |  74712054 |        |                        | t    |            |                              |     2 |         0 | 
  8367 | 2012-11-26 12:59:58.829588-06 | stns.2.dryer                           | 1.000                            | 101125704 |        |                        | t    |            |                              |     2 |         0 | 
  8343 | 2012-11-26 12:59:58.829588-06 | stns.2.dryer.position                  | 1                                | 101125704 |        |                        | t    |            |                              |     2 |         0 | 
  8363 | 2012-11-27 09:41:25.905556-06 | stns.2.fastShutter                     | 0.000                            | 101257590 |        |                        | t    |            |                              |     2 |         0 | 
  6566 | 2011-07-20 12:42:07.581085-05 | stns.2.fastShutter.canHome             | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7276 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.canMove             | true                             |   5493676 |        |                        | t    |            |                              |     2 |         3 | 
  6548 | 2011-07-20 12:42:07.581085-05 | stns.2.fastShutter.canStop             | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6306 | 2012-06-20 12:50:48.207991-05 | stns.2.fastShutter.currentPreset       | 1                                |  74718799 |        |                        | t    |            |                              |     2 |         1 | 
  7570 | 2011-07-20 12:21:40.926496-05 | stns.2.fastShutter.inPosition          | true                             |   9327154 |        |                        | t    |            |                              |     2 |         3 | 
  6293 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.name                | Fast Shutter                     |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6330 | 2012-11-27 09:41:25.905556-06 | stns.2.fastShutter.position            | 0                                | 101257590 |        |                        | t    |            | moveAbs fastShutter          |     2 |         6 | 
  6234 | 2011-07-20 13:42:01.676325-05 | stns.2.fastShutter.presets.0.canTune   | false                            |   9343021 |        |                        | t    |            |                              |     2 |         0 | {}
  6304 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.presets.0.name      | Open                             |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6233 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.presets.0.position  | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {id21e_kvs}
  6324 | 2011-07-20 13:42:01.676325-05 | stns.2.fastShutter.presets.1.canTune   | false                            |   9343021 |        |                        | t    |            |                              |     2 |         0 | {}
  6294 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.presets.1.name      | Close                            |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6320 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.presets.1.position  | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {id21e_kvs}
  6272 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.presets.length      | 2                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6467 | 2011-07-18 09:11:24.520242-05 | stns.2.fastShutter.printPrecision      | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7319 | 2012-11-27 14:16:01.419962-06 | stns.2.feshutter.close                 | 0                                |   7619916 |     90 | PC:21ID:Rem_AshtrClose | t    |            |                              |     2 |         3 | 
  7318 | 2012-11-27 14:16:01.419962-06 | stns.2.feshutter.open                  | 0                                | 101131183 |     89 | PC:21ID:Rem_AshtrOpen  | t    |            |                              |     2 |         3 | 
  8182 | 2012-06-20 12:50:46.353958-05 | stns.2.filename                        | f_1_2_2.4                        |  74718788 |        |                        | t    |            |                              |     2 |         0 | 
  7545 | 2011-07-20 12:42:07.581085-05 | stns.2.fluo.canHome                    | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7543 | 2011-07-18 14:58:14.715445-05 | stns.2.fluo.canMove                    | true                             |   8849457 |        |                        | t    |            |                              |     2 |         3 | 
  7544 | 2011-07-20 12:42:07.581085-05 | stns.2.fluo.canStop                    | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7561 | 2011-07-20 12:21:40.926496-05 | stns.2.fluo.inPosition                 | true                             |   9327154 |        |                        | t    |            |                              |     2 |         3 | 
  7547 | 2011-07-18 14:58:14.715445-05 | stns.2.fluo.name                       | fluo                             |   8849457 |        |                        | t    |            |                              |     2 |         0 | 
  7546 | 2012-02-02 13:16:28.644983-06 | stns.2.fluo.position                   | 0                                |  49695545 |        |                        | t    |            | moveAbs fluo                 |     2 |         6 | 
  7542 | 2011-07-18 14:58:14.715445-05 | stns.2.fluo.printPrecision             | 1                                |   8849457 |        |                        | t    |            |                              |     2 |         1 | 
  8368 | 2012-11-26 13:48:10.929926-06 | stns.2.frontLight                      | 1.000                            | 101139700 |        |                        | t    |            |                              |     2 |         0 | 
  6556 | 2011-07-20 12:42:07.581085-05 | stns.2.frontLight.canHome              | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7272 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.canMove              | true                             |   5493676 |        |                        | t    |            |                              |     2 |         3 | 
  6557 | 2011-07-20 12:42:07.581085-05 | stns.2.frontLight.canStop              | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6364 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.factor               | 100                              |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7573 | 2011-07-20 12:21:40.926496-05 | stns.2.frontLight.inPosition           | true                             |   9327154 |        |                        | t    |            |                              |     2 |         3 | 
  8340 | 2012-11-26 15:27:47.820869-06 | stns.2.frontLight.intensity            | 0.000                            | 101174259 |        |                        | t    |            |                              |     2 |         0 | 
  6242 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.name                 | Front Light                      |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6346 | 2012-11-26 13:48:10.929926-06 | stns.2.frontLight.position             | 1                                | 101139700 |        |                        | t    |            | moveAbs frontLight.intensity |     2 |         6 | 
  6336 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.presets.0.name       | On                               |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6282 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.presets.0.position   | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {id21e_kvs}
  6276 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.presets.1.name       | Off                              |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6227 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.presets.1.position   | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {id21e_kvs}
  6231 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.presets.length       | 2                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6479 | 2011-07-18 09:11:24.520242-05 | stns.2.frontLight.printPrecision       | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6335 | 2012-11-26 13:01:39.123341-06 | stns.2.kappa                           | 0.001                            | 101126091 |        |                        | t    |            |                              |     2 |         6 | 
  6560 | 2011-07-20 12:42:07.581085-05 | stns.2.kappa.canHome                   | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7274 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.canMove                   | true                             |   5496027 |        |                        | t    |            |                              |     2 |         3 | 
  6563 | 2011-07-20 12:42:07.581085-05 | stns.2.kappa.canStop                   | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6501 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.currentPreset             | -1                               |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7559 | 2012-03-30 09:04:56.860894-05 | stns.2.kappa.inPosition                | true                             |  62801492 |        |                        | t    |            |                              |     2 |         3 | 
  6483 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.largeStep                 | 45                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6498 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.maxPosition               | 240                              |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6490 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.minPosition               | -9                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6502 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.moveMode                  | rotation                         |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6500 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.name                      | kappa                            |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6486 | 2012-06-14 13:44:44.239183-05 | stns.2.kappa.negLimitSet               | 0                                |  73345652 |        |                        | t    |            |                              |     2 |         6 | 
  6497 | 2012-11-26 13:01:39.123341-06 | stns.2.kappa.position                  | 0.001                            | 101126091 |        |                        | t    |            | moveAbs kappa                |     2 |         6 | 
  6480 | 2012-02-02 13:16:28.644983-06 | stns.2.kappa.posLimitSet               | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  8346 | 2012-11-16 13:38:26.08876-06  | stns.2.kappa.presets.0.name            | manualMount                      |  99096766 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  8347 | 2012-11-16 13:37:09.231281-06 | stns.2.kappa.presets.0.position        | 180.0                            |  99096512 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6496 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.presets.length            | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6492 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.printPrecision            | 4                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6504 | 2011-07-18 09:11:24.520242-05 | stns.2.kappa.smallStep                 | 10                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  8355 | 2012-11-26 14:46:10.376404-06 | stns.2.lightPolar                      | 0.049                            | 101159665 |        |                        | t    |            |                              |     2 |         0 | 
  6570 | 2011-07-20 12:42:07.581085-05 | stns.2.lightPolar.canHome              | false                            |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7268 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.canMove              | true                             |   5493676 |        |                        | t    |            |                              |     2 |         3 | 
  6549 | 2011-07-20 12:42:07.581085-05 | stns.2.lightPolar.canStop              | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6360 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.currentPreset        | -1                               |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7572 | 2011-10-10 10:06:01.565803-05 | stns.2.lightPolar.inPosition           | true                             |  24699854 |        |                        | t    |            |                              |     2 |         3 | 
  6365 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.largeStep            | 45                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6339 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.maxPosition          | 360                              |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6239 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.minPosition          | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6302 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.moveMode             | freeRotation                     |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6266 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.name                 | lightPolar                       |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6329 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.negLimitSet          | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6349 | 2012-11-26 14:46:10.376404-06 | stns.2.lightPolar.position             | 0.0                              | 101159665 |        |                        | t    |            | moveAbs lightPolar           |     2 |         6 | 
  6314 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.posLimitSet          | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6325 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.presets.length       | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6458 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.printPrecision       | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6345 | 2011-07-18 09:11:24.520242-05 | stns.2.lightPolar.smallStep            | 10                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6453 | 2011-06-22 15:22:26.46259-05  | stns.2.mono.adjustType                 | auto                             |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6373 | 2011-06-20 16:09:48.780204-05 | stns.2.mono.energy.position            | 12.66800                         |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6523 | 2011-06-27 13:25:56.413245-05 | stns.2.mono.energy.printPrecision      | 3                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6376 | 2011-06-20 16:10:37.500123-05 | stns.2.mono.energy.request             | 12.66800                         |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6525 | 2011-06-27 13:27:32.86298-05  | stns.2.mono.theta.moveMode             | translation                      |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6217 | 2012-11-27 16:02:34.808577-06 | stns.2.omega                           | 0.000                            | 101263903 |        |                        | t    |            | moveAbs omega                |     2 |         6 | 
  6550 | 2011-07-20 12:42:07.581085-05 | stns.2.omega.canHome                   | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7266 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.canMove                   | true                             |   5496027 |        |                        | t    |            |                              |     2 |         3 | 
  6545 | 2011-07-20 12:42:07.581085-05 | stns.2.omega.canStop                   | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6465 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.currentPreset             | -1                               |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7568 | 2012-06-21 09:01:38.526096-05 | stns.2.omega.inPosition                | true                             |  75115485 |        |                        | t    |            |                              |     2 |         3 | 
  6477 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.largeStep                 | 45                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6478 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.maxPosition               | 360                              |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6459 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.minPosition               | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6462 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.moveMode                  | freeRotation                     |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6468 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.name                      | omega                            |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6466 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.negLimitSet               | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6461 | 2012-11-27 16:02:34.808577-06 | stns.2.omega.position                  | 0.000                            | 101263903 |        |                        | t    |            | moveAbs omega                |     2 |         6 | 
  6474 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.posLimitSet               | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  8349 | 2012-11-16 13:38:16.269983-06 | stns.2.omega.presets.0.name            | manualMount                      |  99096746 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  8350 | 2012-11-16 13:36:46.308775-06 | stns.2.omega.presets.0.position        | 180.0                            |  99096421 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6469 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.presets.length            | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6457 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.printPrecision            | 4                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7355 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.reference                 | 228.5                            |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  6456 | 2011-07-18 09:11:24.520242-05 | stns.2.omega.smallStep                 | 10                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6413 | 2011-07-18 16:32:28.261792-05 | stns.2.overlay.camHeight               | 1604.16                          |   8867841 |        |                        | t    |            |                              |     2 |         6 | 
  6414 | 2011-07-18 16:32:28.810405-05 | stns.2.overlay.camWidth                | 2137.344                         |   8867845 |        |                        | t    |            |                              |     2 |         6 | 
  6428 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.0.diam          | 5                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6427 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.0.type          | circle                           |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6430 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.1.diam          | 10                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6429 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.1.type          | circle                           |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6432 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.2.diam          | 20                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6431 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.2.type          | circle                           |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6434 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.3.diam          | 50                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6433 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.3.type          | circle                           |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6451 | 2011-06-22 15:00:05.829451-05 | stns.2.overlay.centers.4.height        | 20                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6449 | 2011-06-22 15:00:05.829451-05 | stns.2.overlay.centers.4.type          | rect                             |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6450 | 2011-06-22 15:00:05.829451-05 | stns.2.overlay.centers.4.width         | 70                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6426 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.centers.length          | 5                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6425 | 2011-06-22 14:53:12.551365-05 | stns.2.overlay.currentCenter           | 3                                |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  7263 | 2011-07-18 09:11:24.520242-05 | stns.2.overlay.xFocus                  | 0.4921875                        |   5116282 |        |                        | t    |            |                              |     2 |         6 | 
  7264 | 2011-07-18 09:11:24.520242-05 | stns.2.overlay.yFocus                  | 0.5                              |   5116282 |        |                        | t    |            |                              |     2 |         6 | 
  6216 | 2012-11-26 12:59:11.322409-06 | stns.2.phi                             | 0.003                            | 101125338 |        |                        | t    |            |                              |     2 |         6 | 
  6551 | 2011-07-20 12:42:07.581085-05 | stns.2.phi.canHome                     | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7267 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.canMove                     | true                             |   5496027 |        |                        | t    |            |                              |     2 |         3 | 
  6558 | 2011-07-20 12:42:07.581085-05 | stns.2.phi.canStop                     | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6484 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.currentPreset               | -1                               |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  7562 | 2012-03-30 09:04:58.368162-05 | stns.2.phi.inPosition                  | true                             |  62801496 |        |                        | t    |            |                              |     2 |         3 | 
  6495 | 2011-07-18 09:11:24.520242-05 | stns.2.phi.largeStep                   | 45                               |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
