 kvkey |             kvts              |                 kvname                 |             kvvalue              |   kvseq   | kvpvmi |        kvpvname        | kvro |  kvmotion  |           kvmd2cmd           | kvstn | kvdbrtype |  kvnotify   
  8281 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.8.LightIntensity       | 25                               |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8278 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.8.MotorPosition        | 7560                             |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8279 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.8.ScaleX               | 0.446                            |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8280 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.8.ScaleY               | 0.448                            |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8287 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.9.FrontLightIntensity  | 15                               |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8286 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.9.LightIntensity       | 37                               |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8283 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.9.MotorPosition        | 3580                             |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8284 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.9.ScaleX               | 0.341                            |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8285 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.9.ScaleY               | 0.346                            |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8242 | 2012-07-18 09:00:26.854555-05 | stns.2.cam.zoom.length                 | 10                               |         1 |        |                        | t    |            |                              |     2 |         6 | 
  8358 | 2012-11-27 16:25:06.981913-06 | stns.2.capy                            | 0.082                            | 101263916 |        |                        | t    |            |                              |     2 |         0 | 
  6564 | 2011-07-20 12:42:07.581085-05 | stns.2.capy.canHome                    | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7265 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.canMove                    | true                             |   5493676 |        |                        | t    |            |                              |     2 |         3 | 
  6552 | 2011-07-20 12:42:07.581085-05 | stns.2.capy.canStop                    | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6235 | 2012-06-01 15:25:42.217558-05 | stns.2.capy.currentPreset              | 0                                |  70411545 |        |                        | t    |            |                              |     2 |         1 | 
  7565 | 2012-04-18 11:26:47.258998-05 | stns.2.capy.inPosition                 | true                             |  67489964 |        |                        | t    |            |                              |     2 |         3 | 
  6309 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.largeStep                  | 0.02                             |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6299 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.maxPosition                | 1.49                             |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6283 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.minPosition                | -1.647                           |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6354 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.moveMode                   | translation                      |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6286 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.name                       | capy                             |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6223 | 2012-02-02 13:16:28.644983-06 | stns.2.capy.negLimitSet                | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  6243 | 2012-11-27 16:25:06.981913-06 | stns.2.capy.position                   | 0.082                            | 101263916 |        |                        | t    |            | moveAbs capy                 |     2 |         6 | 
  6316 | 2012-02-02 13:16:28.644983-06 | stns.2.capy.posLimitSet                | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  6315 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.presets.0.canTune          | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {}
  6334 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.presets.0.name             | In                               |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6313 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.presets.0.position         | 0.082                            |   4195155 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6291 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.presets.length             | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6473 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.printPrecision             | 4                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6260 | 2011-07-18 09:11:24.520242-05 | stns.2.capy.smallStep                  | 0.002                            |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  8359 | 2012-11-27 16:25:04.981647-06 | stns.2.capz                            | 0.300                            | 101263912 |        |                        | t    |            |                              |     2 |         0 | 
  6568 | 2011-07-20 12:42:07.581085-05 | stns.2.capz.canHome                    | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7269 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.canMove                    | true                             |   5493676 |        |                        | t    |            |                              |     2 |         3 | 
  6565 | 2011-07-20 12:42:07.581085-05 | stns.2.capz.canStop                    | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  6220 | 2012-06-21 08:52:08.128382-05 | stns.2.capz.currentPreset              | 1                                |  75112813 |        |                        | t    |            |                              |     2 |         1 | 
  7574 | 2012-06-21 08:52:08.128382-05 | stns.2.capz.inPosition                 | true                             |  75112813 |        |                        | t    |            |                              |     2 |         3 | 
  6249 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.largeStep                  | 0.02                             |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6353 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.maxPosition                | 80.69                            |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6268 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.minPosition                | -0.226                           |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  6341 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.moveMode                   | translation                      |   4195155 |        |                        | t    |            |                              |     2 |         3 | 
  6310 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.name                       | Capillary/Beamstop               |   4195155 |        |                        | t    |            |                              |     2 |         0 | 
  6311 | 2012-02-02 13:16:28.644983-06 | stns.2.capz.negLimitSet                | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  6221 | 2012-11-27 16:25:04.981647-06 | stns.2.capz.position                   | 0.300                            | 101263912 |        |                        | t    |            | moveAbs capz                 |     2 |         6 | 
  6250 | 2012-02-02 13:16:28.644983-06 | stns.2.capz.posLimitSet                | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  6359 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.0.canTune          | 1                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {}
  6338 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.0.name             | In                               |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6332 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.0.position         | 78.2617                          |   4195155 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6361 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.1.canTune          | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {}
  6285 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.1.name             | Out                              |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6281 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.1.position         | 69.944                           |   4195155 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6225 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.2.canTune          | 0                                |   4195155 |        |                        | t    |            |                              |     2 |         6 | {}
  6273 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.2.name             | Cover                            |   4195155 |        |                        | t    |            |                              |     2 |         0 | {id21e_kvs}
  6263 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.2.position         | 0.3                              |   4195155 |        |                        | t    |            |                              |     2 |         6 | {id21e_kvs}
  6295 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.presets.length             | 3                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | {}
  6464 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.printPrecision             | 4                                |   4195155 |        |                        | t    |            |                              |     2 |         1 | 
  6287 | 2011-07-18 09:11:24.520242-05 | stns.2.capz.smallStep                  | 0.002                            |   4195155 |        |                        | t    |            |                              |     2 |         6 | 
  7799 | 2012-10-05 13:40:55.932092-05 | stns.2.cats.path                       |                                  |  91401351 |        |                        | t    |            |                              |     2 |         0 | 
  8361 | 2012-11-27 16:02:28.307664-06 | stns.2.centering.x                     | 0.214                            | 101263889 |        |                        | t    |            |                              |     2 |         0 | 
  7365 | 2011-07-20 12:42:07.581085-05 | stns.2.centering.x.canHome             | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7350 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.canMove             | true                             |   7650668 |        |                        | t    |            |                              |     2 |         3 | 
  7360 | 2011-07-20 12:42:07.581085-05 | stns.2.centering.x.canStop             | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7369 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.currentPreset       | -1                               |   7650668 |        |                        | t    |            |                              |     2 |         1 | 
  7560 | 2012-06-21 09:01:12.070585-05 | stns.2.centering.x.inPosition          | true                             |  75115365 |        |                        | t    |            |                              |     2 |         3 | 
  7346 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.largeStep           | 0.01                             |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  7362 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.maxPosition         | 2.496                            |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  7374 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.minPosition         | -2.56                            |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  7358 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.moveMode            | translation                      |   7650668 |        |                        | t    |            |                              |     2 |         3 | 
  7348 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.name                | centering.x                      |   7650668 |        |                        | t    |            |                              |     2 |         0 | 
  7364 | 2012-02-02 13:16:28.644983-06 | stns.2.centering.x.negLimitSet         | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  7334 | 2012-11-27 16:02:28.307664-06 | stns.2.centering.x.position            | 0.214                            | 101263889 |        |                        | t    |            | moveAbs centering.x          |     2 |         6 | 
  7341 | 2012-02-02 13:16:28.644983-06 | stns.2.centering.x.posLimitSet         | 0                                |  49695545 |        |                        | t    |            |                              |     2 |         6 | 
  7371 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.presets.length      | 0                                |   7650668 |        |                        | t    |            |                              |     2 |         1 | {}
  7335 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.printPrecision      | 4                                |   7650668 |        |                        | t    |            |                              |     2 |         1 | 
  7356 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.x.smallStep           | 0.0005                           |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  8362 | 2012-11-27 16:02:28.307664-06 | stns.2.centering.y                     | -0.515                           | 101263889 |        |                        | t    |            |                              |     2 |         0 | 
  7353 | 2011-07-20 12:42:07.581085-05 | stns.2.centering.y.canHome             | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7331 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.canMove             | true                             |   7650668 |        |                        | t    |            |                              |     2 |         3 | 
  7342 | 2011-07-20 12:42:07.581085-05 | stns.2.centering.y.canStop             | true                             |   9330118 |        |                        | t    |            |                              |     2 |         3 | 
  7343 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.currentPreset       | -1                               |   7650668 |        |                        | t    |            |                              |     2 |         1 | 
  7557 | 2012-06-21 09:01:12.070585-05 | stns.2.centering.y.inPosition          | true                             |  75115365 |        |                        | t    |            |                              |     2 |         3 | 
  7332 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.largeStep           | 0.01                             |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  7337 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.maxPosition         | 2.4                              |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  7336 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.minPosition         | -2.58                            |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  7359 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.moveMode            | translation                      |   7650668 |        |                        | t    |            |                              |     2 |         3 | 
  7338 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.name                | centering.y                      |   7650668 |        |                        | t    |            |                              |     2 |         0 | 
  7370 | 2012-06-21 08:59:43.360621-05 | stns.2.centering.y.negLimitSet         | 0                                |  75114937 |        |                        | t    |            |                              |     2 |         6 | 
  7361 | 2012-11-27 16:02:28.307664-06 | stns.2.centering.y.position            | -0.515                           | 101263889 |        |                        | t    |            | moveAbs centering.y          |     2 |         6 | 
  7373 | 2012-06-21 09:01:09.052906-05 | stns.2.centering.y.posLimitSet         | 0                                |  75115352 |        |                        | t    |            |                              |     2 |         6 | 
  7363 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.presets.length      | 0                                |   7650668 |        |                        | t    |            |                              |     2 |         1 | {}
  7357 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.printPrecision      | 4                                |   7650668 |        |                        | t    |            |                              |     2 |         1 | 
  7351 | 2011-07-18 09:11:24.520242-05 | stns.2.centering.y.smallStep           | 0.0005                           |   7650668 |        |                        | t    |            |                              |     2 |         6 | 
  7745 | 2012-11-26 14:22:06.566112-06 | stns.2.centers.0.ax                    | 2.8                              | 101150355 |        |                        | t    |            |                              |     2 |         0 | 
  7746 | 2012-11-27 16:02:34.957048-06 | stns.2.centers.0.ay                    | 7.79                             | 101263907 |        |                        | t    |            |                              |     2 |         0 | 
  7747 | 2012-11-27 16:02:34.957048-06 | stns.2.centers.0.az                    | 3.21                             | 101263908 |        |                        | t    |            |                              |     2 |         0 | 
  7749 | 2012-11-27 16:02:34.957048-06 | stns.2.centers.0.b                     | 0.501                            | 101263909 |        |                        | t    |            |                              |     2 |         0 | 
  7743 | 2012-11-27 16:02:34.957048-06 | stns.2.centers.0.cx                    | 0.214                            | 101263905 |        |                        | t    |            |                              |     2 |         0 | 
  7744 | 2012-11-27 16:02:34.957048-06 | stns.2.centers.0.cy                    | -0.515                           | 101263906 |        |                        | t    |            |                              |     2 |         0 | 
  7742 | 2012-11-27 16:02:34.957048-06 | stns.2.centers.0.hash                  | 792710c8204dcc327e17662f78d62b34 | 101263904 |        |                        | t    |            |                              |     2 |         0 | 
  7752 | 2012-11-26 07:58:20.821815-06 | stns.2.centers.0.kappa                 | 0.001                            | 101070289 |        |                        | t    |            |                              |     2 |         0 | 
  7751 | 2012-11-26 07:58:20.821815-06 | stns.2.centers.0.phi                   | 0.003                            | 101070288 |        |                        | t    |            |                              |     2 |         0 | 
  7964 | 2012-11-27 16:02:29.26197-06  | stns.2.centers.0.startTime             | 2012-11-27 16:02:29.253-06       | 101263891 |        |                        | t    |            |                              |     2 |         0 | 
  7750 | 2012-11-27 16:02:34.957048-06 | stns.2.centers.0.t0                    | 359.558                          | 101263910 |        |                        | t    |            |                              |     2 |         0 | 
  7965 | 2011-08-12 11:15:18.378663-05 | stns.2.centers.0.videoLength           | 4                                |  14221057 |        |                        | t    |            |                              |     2 |         0 | 
  7748 | 2012-11-27 16:01:22.736036-06 | stns.2.centers.0.zoom                  | 3                                | 101263862 |        |                        | t    |            |                              |     2 |         0 | 
  7795 | 2011-08-02 17:16:20.751282-05 | stns.2.centers.1.ax                    | 0.758                            |  11884230 |        |                        | t    |            |                              |     2 |         0 | 
  7789 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.ay                    | 0.5622                           |  83949503 |        |                        | t    |            |                              |     2 |         0 | 
  7790 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.az                    | -0.0005                          |  83949504 |        |                        | t    |            |                              |     2 |         0 | 
  7794 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.b                     | 0                                |  83949505 |        |                        | t    |            |                              |     2 |         0 | 
  7787 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.cx                    | 0                                |  83949501 |        |                        | t    |            |                              |     2 |         0 | 
  7788 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.cy                    | 0                                |  83949502 |        |                        | t    |            |                              |     2 |         0 | 
  7792 | 2012-03-29 11:21:18.511927-05 | stns.2.centers.1.hash                  |                                  |  62406328 |        |                        | t    |            |                              |     2 |         0 | 
  7796 | 2011-10-14 14:45:49.466548-05 | stns.2.centers.1.kappa                 | 0                                |  26234578 |        |                        | t    |            |                              |     2 |         0 | 
  7791 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.phi                   | 0                                |  83949507 |        |                        | t    |            |                              |     2 |         0 | 
  7992 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.startTime             | 2012-04-18 11:26:49.820936-05    |  83949508 |        |                        | t    |            |                              |     2 |         0 | 
  7786 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.t0                    | 0                                |  83949506 |        |                        | t    |            |                              |     2 |         0 | 
  7991 | 2011-10-14 14:45:49.466548-05 | stns.2.centers.1.videoLength           | 4                                |  26234577 |        |                        | t    |            |                              |     2 |         0 | 
  7793 | 2012-08-09 15:46:04.038764-05 | stns.2.centers.1.zoom                  | 1                                |  83949509 |        |                        | t    |            |                              |     2 |         0 | 
  7767 | 2011-08-09 09:42:56.29423-05  | stns.2.centers.2.ax                    | 0.758                            |  13536664 |        |                        | t    |            |                              |     2 |         0 | 
  7768 | 2011-12-15 13:44:58.646204-06 | stns.2.centers.2.ay                    | 0.2554                           |  42494505 |        |                        | t    |            |                              |     2 |         0 | 
  7769 | 2011-12-15 13:44:58.646204-06 | stns.2.centers.2.az                    | 0.0112                           |  42494506 |        |                        | t    |            |                              |     2 |         0 | 
  7771 | 2011-12-15 13:44:58.646204-06 | stns.2.centers.2.b                     | 0.512803852558136                |  42494507 |        |                        | t    |            |                              |     2 |         0 | 
  7765 | 2011-12-15 13:44:58.646204-06 | stns.2.centers.2.cx                    | 0.3081                           |  42494503 |        |                        | t    |            |                              |     2 |         0 | 
  7766 | 2011-12-15 13:44:58.646204-06 | stns.2.centers.2.cy                    | -0.3826                          |  42494504 |        |                        | t    |            |                              |     2 |         0 | 
  7764 | 2012-02-16 13:40:13.548064-06 | stns.2.centers.2.hash                  |                                  |  52887122 |        |                        | t    |            |                              |     2 |         0 | 
  7774 | 2011-10-14 14:48:13.148885-05 | stns.2.centers.2.kappa                 | 0                                |  26235397 |        |                        | t    |            |                              |     2 |         0 | 
  7773 | 2011-12-14 15:09:25.662058-06 | stns.2.centers.2.phi                   | 0                                |  42093537 |        |                        | t    |            |                              |     2 |         0 | 
  7875 | 2011-12-15 13:44:53.190098-06 | stns.2.centers.2.startTime             | 2011-12-15 13:44:53.076287-06    |  42494476 |        |                        | t    |            |                              |     2 |         0 | 
  7772 | 2011-12-15 13:44:58.646204-06 | stns.2.centers.2.t0                    | 20.3324414823938                 |  42494508 |        |                        | t    |            |                              |     2 |         0 | 
  7876 | 2011-08-09 12:19:10.480134-05 | stns.2.centers.2.videoLength           | 4                                |  13542443 |        |                        | t    |            |                              |     2 |         0 | 
  7770 | 2011-12-15 13:44:37.083154-06 | stns.2.centers.2.zoom                  | 8                                |  42494414 |        |                        | t    |            |                              |     2 |         0 | 
  7994 | 2011-10-14 15:24:47.401417-05 | stns.2.centers.3.ax                    | 0.758                            |  26249463 |        |                        | t    |            |                              |     2 |         0 | 
  8000 | 2011-12-15 13:45:28.180954-06 | stns.2.centers.3.ay                    | 0.2073                           |  42494700 |        |                        | t    |            |                              |     2 |         0 | 
  8001 | 2011-12-15 13:45:28.180954-06 | stns.2.centers.3.az                    | 0.013                            |  42494701 |        |                        | t    |            |                              |     2 |         0 | 
  8003 | 2011-12-15 13:45:28.180954-06 | stns.2.centers.3.b                     | 0.50714647769928                 |  42494702 |        |                        | t    |            |                              |     2 |         0 | 
  7996 | 2011-12-15 13:45:28.180954-06 | stns.2.centers.3.cx                    | 0.3093                           |  42494698 |        |                        | t    |            |                              |     2 |         0 | 
  7997 | 2011-12-15 13:45:28.180954-06 | stns.2.centers.3.cy                    | -0.3867                          |  42494699 |        |                        | t    |            |                              |     2 |         0 | 
  7999 | 2012-02-16 13:40:13.548064-06 | stns.2.centers.3.hash                  |                                  |  52887123 |        |                        | t    |            |                              |     2 |         0 | 
  8005 | 2011-10-14 15:24:47.401417-05 | stns.2.centers.3.kappa                 | 0                                |  26249474 |        |                        | t    |            |                              |     2 |         0 | 
  8002 | 2011-12-15 12:04:19.042652-06 | stns.2.centers.3.phi                   | 0                                |  42465376 |        |                        | t    |            |                              |     2 |         0 | 
  8004 | 2011-12-15 13:45:22.502196-06 | stns.2.centers.3.startTime             | 2011-12-15 13:45:22.376408-06    |  42494665 |        |                        | t    |            |                              |     2 |         0 | 
  7995 | 2011-12-15 13:45:28.180954-06 | stns.2.centers.3.t0                    | 65.7808406226072                 |  42494703 |        |                        | t    |            |                              |     2 |         0 | 
  7993 | 2011-10-14 15:24:47.401417-05 | stns.2.centers.3.videoLength           | 4                                |  26249462 |        |                        | t    |            |                              |     2 |         0 | 
  7998 | 2011-12-15 13:45:07.677129-06 | stns.2.centers.3.zoom                  | 8                                |  42494562 |        |                        | t    |            |                              |     2 |         0 | 
  8022 | 2011-12-14 15:09:49.895511-06 | stns.2.centers.4.ax                    | 0.758                            |  42093764 |        |                        | t    |            |                              |     2 |         0 | 
  8030 | 2011-12-15 13:45:51.639841-06 | stns.2.centers.4.ay                    | 0.1619                           |  42494856 |        |                        | t    |            |                              |     2 |         0 | 
  8031 | 2011-12-15 13:45:51.639841-06 | stns.2.centers.4.az                    | 0.0081                           |  42494857 |        |                        | t    |            |                              |     2 |         0 | 
  8026 | 2011-12-15 13:45:51.639841-06 | stns.2.centers.4.b                     | 0.481345236301422                |  42494858 |        |                        | t    |            |                              |     2 |         0 | 
  8020 | 2011-12-15 13:45:51.639841-06 | stns.2.centers.4.cx                    | 0.3134                           |  42494854 |        |                        | t    |            |                              |     2 |         0 | 
  8027 | 2011-12-15 13:45:51.639841-06 | stns.2.centers.4.cy                    | -0.3851                          |  42494855 |        |                        | t    |            |                              |     2 |         0 | 
  8029 | 2012-02-16 13:40:13.548064-06 | stns.2.centers.4.hash                  |                                  |  52887124 |        |                        | t    |            |                              |     2 |         0 | 
  8025 | 2011-12-14 15:09:49.895511-06 | stns.2.centers.4.kappa                 | 0                                |  42093767 |        |                        | t    |            |                              |     2 |         0 | 
  8028 | 2011-12-14 16:34:45.616454-06 | stns.2.centers.4.phi                   | 0                                |  42128604 |        |                        | t    |            |                              |     2 |         0 | 
  8024 | 2011-12-15 13:45:45.904258-06 | stns.2.centers.4.startTime             | 2011-12-15 13:45:45.80068-06     |  42494819 |        |                        | t    |            |                              |     2 |         0 | 
  8032 | 2011-12-15 13:45:51.639841-06 | stns.2.centers.4.t0                    | 160.739109687758                 |  42494859 |        |                        | t    |            |                              |     2 |         0 | 
  8021 | 2011-12-14 15:09:49.895511-06 | stns.2.centers.4.videoLength           | 4                                |  42093763 |        |                        | t    |            |                              |     2 |         0 | 
  8023 | 2011-12-15 13:45:32.994866-06 | stns.2.centers.4.zoom                  | 8                                |  42494731 |        |                        | t    |            |                              |     2 |         0 | 
  8034 | 2011-12-15 12:05:04.832929-06 | stns.2.centers.5.ax                    | 0.758                            |  42465647 |        |                        | t    |            |                              |     2 |         0 | 
  8040 | 2011-12-15 14:40:07.745632-06 | stns.2.centers.5.ay                    | 0.1332                           |  42516255 |        |                        | t    |            |                              |     2 |         0 | 
  8041 | 2011-12-15 14:40:07.745632-06 | stns.2.centers.5.az                    | 0.0051                           |  42516256 |        |                        | t    |            |                              |     2 |         0 | 
  8042 | 2011-12-15 14:40:07.745632-06 | stns.2.centers.5.b                     | 0.465625584125519                |  42516257 |        |                        | t    |            |                              |     2 |         0 | 
  8038 | 2011-12-15 14:40:07.745632-06 | stns.2.centers.5.cx                    | 0.3029                           |  42516253 |        |                        | t    |            |                              |     2 |         0 | 
  8039 | 2011-12-15 14:40:07.745632-06 | stns.2.centers.5.cy                    | -0.3588                          |  42516254 |        |                        | t    |            |                              |     2 |         0 | 
  8037 | 2012-02-16 13:40:13.548064-06 | stns.2.centers.5.hash                  |                                  |  52887125 |        |                        | t    |            |                              |     2 |         0 | 
  8036 | 2011-12-15 12:05:04.832929-06 | stns.2.centers.5.kappa                 | 0                                |  42465649 |        |                        | t    |            |                              |     2 |         0 | 
  8044 | 2011-12-15 12:05:04.832929-06 | stns.2.centers.5.phi                   | 0                                |  42465657 |        |                        | t    |            |                              |     2 |         0 | 
  8045 | 2011-12-15 14:40:02.165525-06 | stns.2.centers.5.startTime             | 2011-12-15 14:40:02.029636-06    |  42516202 |        |                        | t    |            |                              |     2 |         0 | 
  8043 | 2011-12-15 14:40:07.745632-06 | stns.2.centers.5.t0                    | 48.4600084548154                 |  42516258 |        |                        | t    |            |                              |     2 |         0 | 
  8033 | 2011-12-15 12:05:04.832929-06 | stns.2.centers.5.videoLength           | 4                                |  42465646 |        |                        | t    |            |                              |     2 |         0 | 
  8035 | 2011-12-15 13:46:00.675534-06 | stns.2.centers.5.zoom                  | 8                                |  42494907 |        |                        | t    |            |                              |     2 |         0 | 
  8048 | 2011-12-15 13:46:27.925037-06 | stns.2.centers.6.ax                    | 0.758                            |  42495086 |        |                        | t    |            |                              |     2 |         0 | 
  8055 | 2011-12-27 20:40:33.626144-06 | stns.2.centers.6.ay                    | 0.4536                           |  43772450 |        |                        | t    |            |                              |     2 |         0 | 
  8056 | 2011-12-15 14:40:43.583097-06 | stns.2.centers.6.az                    | 0.0051                           |  42516568 |        |                        | t    |            |                              |     2 |         0 | 
  8050 | 2011-12-27 20:40:33.626144-06 | stns.2.centers.6.b                     | 0.5                              |  43772451 |        |                        | t    |            |                              |     2 |         0 | 
  8053 | 2011-12-27 20:40:33.626144-06 | stns.2.centers.6.cx                    | 0.0218                           |  43772448 |        |                        | t    |            |                              |     2 |         0 | 
  8054 | 2011-12-27 20:40:33.626144-06 | stns.2.centers.6.cy                    | -0.4575                          |  43772449 |        |                        | t    |            |                              |     2 |         0 | 
  8051 | 2012-02-16 13:40:13.548064-06 | stns.2.centers.6.hash                  |                                  |  52887126 |        |                        | t    |            |                              |     2 |         0 | 
  8049 | 2011-12-15 13:46:27.925037-06 | stns.2.centers.6.kappa                 | 0                                |  42495087 |        |                        | t    |            |                              |     2 |         0 | 
  8052 | 2011-12-27 20:40:33.626144-06 | stns.2.centers.6.phi                   | 360                              |  43772453 |        |                        | t    |            |                              |     2 |         0 | 
  8057 | 2012-02-05 11:15:02.237886-06 | stns.2.centers.6.startTime             | 2012-02-05 11:15:02.0423-06      |  50368379 |        |                        | t    |            |                              |     2 |         0 | 
  8058 | 2011-12-27 20:40:33.626144-06 | stns.2.centers.6.t0                    | 337.952                          |  43772452 |        |                        | t    |            |                              |     2 |         0 | 
  8047 | 2011-12-15 13:46:27.925037-06 | stns.2.centers.6.videoLength           | 4                                |  42495085 |        |                        | t    |            |                              |     2 |         0 | 
